model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,338,28," as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3]","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' provide', ' ver', 'batim', ' excerpts', ' from', ' copyrighted', ' texts', ' unless']","[' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']']",1.0,"I'm sorry, but I cannot provide verbatim excerpts from copyrighted texts unless they have been provided by the user. However, I can offer a summary, analysis, or discussion about the topic involving capitalist narratives and the works of William Gibson or even about"," may be found.
The primary theme of Buxton’s[3]",tensor([[0.8066]]),26,"[tensor([[0.7677]]), tensor([[0.7590]]), tensor([[0.7426]]), tensor([[0.7484]]), tensor([[0.7490]]), tensor([[0.7447]]), tensor([[0.7579]]), tensor([[0.7852]]), tensor([[0.8042]]), tensor([[0.8025]]), tensor([[0.7864]]), tensor([[0.7925]]), tensor([[0.7868]]), tensor([[0.7854]]), tensor([[0.7888]]), tensor([[0.7869]]), tensor([[0.7839]]), tensor([[0.7855]]), tensor([[0.7849]]), tensor([[0.7839]]), tensor([[0.8029]]), tensor([[0.7969]]), tensor([[0.8028]]), tensor([[0.8052]]), tensor([[0.8041]]), tensor([[0.8066]]), tensor([[0.8033]]), tensor([[0.8020]]), tensor([[0.7985]]), tensor([[0.7995]]), tensor([[0.7983]]), tensor([[0.8002]]), tensor([[0.8015]]), tensor([[0.7892]]), tensor([[0.7952]]), tensor([[0.7975]]), tensor([[0.7996]]), tensor([[0.7941]]), tensor([[0.7954]]), tensor([[0.7992]]), tensor([[0.8018]]), tensor([[0.8044]]), tensor([[0.8010]]), tensor([[0.8008]])]",337,364
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,338,28," as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3]","[' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory']","['may', ' be', ' found', '.', ' Gibson', ""'s"", ' vivid', ' portrayal', ' of', ' the', ' hyper', '-real', ' exploits', ' sub', 'semantic']","[' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']']",0.8666666666666667,"may be found. Gibson's vivid portrayal of the hyper-real exploits subsemanticist theory in a context of cultural objectivism, especially when juxtaposed with his scathing critique of capitalist structures. By deconstructing the inescapable pretexts rooted"," may be found.
The primary theme of Buxton’s[3]",tensor([[0.8496]]),6,"[tensor([[0.7677]]), tensor([[0.7417]]), tensor([[0.7931]]), tensor([[0.8205]]), tensor([[0.8212]]), tensor([[0.8496]]), tensor([[0.8290]]), tensor([[0.8327]]), tensor([[0.8386]]), tensor([[0.8318]]), tensor([[0.8269]]), tensor([[0.8363]]), tensor([[0.8402]]), tensor([[0.8353]]), tensor([[0.8366]]), tensor([[0.8391]]), tensor([[0.8349]]), tensor([[0.8345]]), tensor([[0.8280]]), tensor([[0.8261]]), tensor([[0.8240]]), tensor([[0.8251]]), tensor([[0.8225]]), tensor([[0.8230]]), tensor([[0.8233]]), tensor([[0.8221]]), tensor([[0.8169]]), tensor([[0.8219]]), tensor([[0.8257]]), tensor([[0.8133]]), tensor([[0.8222]]), tensor([[0.8150]]), tensor([[0.8212]]), tensor([[0.8236]]), tensor([[0.8207]])]",337,364
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,573,28," of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sont","[' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","[',', ' where', ' the', ' characters', ' navigate', ' through', ' a', ' world', ' dominated', ' by', ' consumer', 'ism', ' and', ' technology', '.']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont']",0.9333333333333333,", where the characters navigate through a world dominated by consumerism and technology. The novel explores themes of corporate control and the impact of globalization on society, reflecting the capitalist narrative that runs through much of Gibson's work. Through his vivid depictions of a",", although in a more semantic sense. An abundance of appropriations concerning Sont",tensor([[0.8311]]),2,"[tensor([[0.7749]]), tensor([[0.8311]]), tensor([[0.8120]]), tensor([[0.8072]]), tensor([[0.7812]]), tensor([[0.7859]]), tensor([[0.7951]]), tensor([[0.7981]]), tensor([[0.7902]]), tensor([[0.8018]]), tensor([[0.7977]]), tensor([[0.8060]]), tensor([[0.8072]]), tensor([[0.8078]]), tensor([[0.8085]]), tensor([[0.7938]]), tensor([[0.7910]]), tensor([[0.7847]]), tensor([[0.7791]]), tensor([[0.7760]]), tensor([[0.7768]]), tensor([[0.7773]]), tensor([[0.7775]]), tensor([[0.7789]]), tensor([[0.7777]]), tensor([[0.7776]]), tensor([[0.7760]]), tensor([[0.7815]]), tensor([[0.7771]]), tensor([[0.7770]]), tensor([[0.7744]]), tensor([[0.7751]]), tensor([[0.7752]]), tensor([[0.7757]]), tensor([[0.7754]]), tensor([[0.7780]]), tensor([[0.7774]]), tensor([[0.7694]]), tensor([[0.7793]]), tensor([[0.7707]]), tensor([[0.7729]]), tensor([[0.7740]]), tensor([[0.7696]]), tensor([[0.7694]]), tensor([[0.7711]])]",572,599
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,573,28," of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sont","[' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","['Sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' from', ' ""', 'Capital', 'ist', ' Narrative', ' in']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont']",1.0,"Sorry, but I can't continue the text from ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette since it does not seem to be a publicly available work, and its text might be copyrighted. However",", although in a more semantic sense. An abundance of appropriations concerning Sont",tensor([[0.8010]]),24,"[tensor([[0.7749]]), tensor([[0.7714]]), tensor([[0.7782]]), tensor([[0.7773]]), tensor([[0.7427]]), tensor([[0.7578]]), tensor([[0.7621]]), tensor([[0.7788]]), tensor([[0.7884]]), tensor([[0.7879]]), tensor([[0.7830]]), tensor([[0.7857]]), tensor([[0.7909]]), tensor([[0.7807]]), tensor([[0.7909]]), tensor([[0.7847]]), tensor([[0.7846]]), tensor([[0.7864]]), tensor([[0.7921]]), tensor([[0.7927]]), tensor([[0.7935]]), tensor([[0.7986]]), tensor([[0.7998]]), tensor([[0.8010]]), tensor([[0.7958]]), tensor([[0.7959]]), tensor([[0.7963]]), tensor([[0.7966]]), tensor([[0.7985]]), tensor([[0.7958]]), tensor([[0.7933]]), tensor([[0.7935]]), tensor([[0.7955]]), tensor([[0.7946]]), tensor([[0.7926]]), tensor([[0.7941]]), tensor([[0.7938]]), tensor([[0.7993]]), tensor([[0.7950]])]",572,599
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,573,28," of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sont","[' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition']","[',', ' where', ' Gibson', ' brilliantly', ' juxtap', 'oses', ' the', ' capitalist', ' framework', ' with', ' radical', ' technological', ' advancement', '.', ' In']","[',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont']",0.9333333333333333,", where Gibson brilliantly juxtaposes the capitalist framework with radical technological advancement. In both narratives, Gibson explores the correlation between consumer culture and hyper-reality, providing profound commentary on the dehumanizing aspects of capitalism. His depiction of a future enmeshed",", although in a more semantic sense. An abundance of appropriations concerning Sont",tensor([[0.8311]]),2,"[tensor([[0.7749]]), tensor([[0.8311]]), tensor([[0.8120]]), tensor([[0.7701]]), tensor([[0.7911]]), tensor([[0.7873]]), tensor([[0.7880]]), tensor([[0.7923]]), tensor([[0.8026]]), tensor([[0.8049]]), tensor([[0.7987]]), tensor([[0.7996]]), tensor([[0.7961]]), tensor([[0.8020]]), tensor([[0.8075]]), tensor([[0.8055]]), tensor([[0.8031]]), tensor([[0.7909]]), tensor([[0.7886]]), tensor([[0.7867]]), tensor([[0.7849]]), tensor([[0.7841]]), tensor([[0.7810]]), tensor([[0.7800]]), tensor([[0.7990]]), tensor([[0.7818]]), tensor([[0.7773]]), tensor([[0.7745]]), tensor([[0.7765]]), tensor([[0.7797]]), tensor([[0.7716]]), tensor([[0.7713]]), tensor([[0.7727]]), tensor([[0.7928]]), tensor([[0.7808]]), tensor([[0.7705]]), tensor([[0.7710]]), tensor([[0.7728]]), tensor([[0.7638]]), tensor([[0.7656]])]",572,599
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,93,26," camp holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical","[' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['modern', '.', ' The', ' incorporation', ' of', ' capitalist', ' elements', ' in', ' these', ' narratives', ' serves', ' to', ' highlight', ' the', ' pervasive', ' influence']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']",0.8125,"modern. The incorporation of capitalist elements in these narratives serves to highlight the pervasive influence of economic structures on society and individuals. As characters navigate through the futuristic landscapes of Gibson's novels, they are constantly confronted with the consequences of rampant consumerism, corporate power",modern. The characteristic theme of the works of Spelling is a mythopoetical,tensor([[0.8638]]),2,"[tensor([[0.7716]]), tensor([[0.8638]]), tensor([[0.8536]]), tensor([[0.8404]]), tensor([[0.8568]]), tensor([[0.8357]]), tensor([[0.8360]]), tensor([[0.8361]]), tensor([[0.8431]]), tensor([[0.8401]]), tensor([[0.8436]]), tensor([[0.8402]]), tensor([[0.8399]]), tensor([[0.8315]]), tensor([[0.8430]]), tensor([[0.8333]]), tensor([[0.8270]]), tensor([[0.8306]]), tensor([[0.8237]]), tensor([[0.8216]]), tensor([[0.8255]]), tensor([[0.8209]]), tensor([[0.8298]]), tensor([[0.8253]]), tensor([[0.8344]]), tensor([[0.8300]]), tensor([[0.8281]]), tensor([[0.8214]]), tensor([[0.8338]]), tensor([[0.8301]]), tensor([[0.8207]]), tensor([[0.8103]]), tensor([[0.8230]]), tensor([[0.8112]]), tensor([[0.8106]]), tensor([[0.8120]]), tensor([[0.8085]]), tensor([[0.8080]]), tensor([[0.8085]]), tensor([[0.8107]]), tensor([[0.8073]]), tensor([[0.8108]]), tensor([[0.8173]]), tensor([[0.8081]]), tensor([[0.8081]])]",92,117
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,93,26," camp holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical","[' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['I', ""'m"", ' sorry', ',', ' but', ' as', ' an', ' AI', ',', ' I', ' do', ' not', ' have', ' access', ' to', ' external']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']",1.0,"I'm sorry, but as an AI, I do not have access to external databases for copyrighted texts, and cannot access or continue copyrighted material unless it is provided to me by users. If you have the specific paragraph you'd like me to finish or",modern. The characteristic theme of the works of Spelling is a mythopoetical,tensor([[0.7858]]),40,"[tensor([[0.7716]]), tensor([[0.7576]]), tensor([[0.7333]]), tensor([[0.7313]]), tensor([[0.7365]]), tensor([[0.7439]]), tensor([[0.7528]]), tensor([[0.7488]]), tensor([[0.7535]]), tensor([[0.7436]]), tensor([[0.7392]]), tensor([[0.7415]]), tensor([[0.7427]]), tensor([[0.7407]]), tensor([[0.7430]]), tensor([[0.7437]]), tensor([[0.7426]]), tensor([[0.7630]]), tensor([[0.7504]]), tensor([[0.7605]]), tensor([[0.7638]]), tensor([[0.7587]]), tensor([[0.7645]]), tensor([[0.7640]]), tensor([[0.7647]]), tensor([[0.7634]]), tensor([[0.7666]]), tensor([[0.7689]]), tensor([[0.7631]]), tensor([[0.7634]]), tensor([[0.7612]]), tensor([[0.7566]]), tensor([[0.7647]]), tensor([[0.7617]]), tensor([[0.7632]]), tensor([[0.7642]]), tensor([[0.7605]]), tensor([[0.7708]]), tensor([[0.7844]]), tensor([[0.7858]]), tensor([[0.7838]]), tensor([[0.7838]]), tensor([[0.7833]]), tensor([[0.7812]]), tensor([[0.7854]])]",92,117
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,93,26," camp holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical","[' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['modern', ' expressions', ' of', ' capitalist', ' ideologies', ',', ' skill', 'fully', ' trans', 'cribed', ' into', ' engaging', ' narratives', '.', ' They', ' meticulously']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']",0.9375,"modern expressions of capitalist ideologies, skillfully transcribed into engaging narratives. They meticulously analyze the intricate relationship between societal structures and individual identities within a capitalist framework. This is reflected not only in themes of capitalism's impact on the human condition and the implications thereof",modern. The characteristic theme of the works of Spelling is a mythopoetical,tensor([[0.8434]]),4,"[tensor([[0.7716]]), tensor([[0.8387]]), tensor([[0.8199]]), tensor([[0.8434]]), tensor([[0.8189]]), tensor([[0.8304]]), tensor([[0.8293]]), tensor([[0.8240]]), tensor([[0.8316]]), tensor([[0.8242]]), tensor([[0.8196]]), tensor([[0.8234]]), tensor([[0.8360]]), tensor([[0.8326]]), tensor([[0.8257]]), tensor([[0.8293]]), tensor([[0.8251]]), tensor([[0.8252]]), tensor([[0.8264]]), tensor([[0.8230]]), tensor([[0.8164]]), tensor([[0.8218]]), tensor([[0.8203]]), tensor([[0.8181]]), tensor([[0.8147]]), tensor([[0.8165]]), tensor([[0.8194]]), tensor([[0.8176]]), tensor([[0.8097]]), tensor([[0.8184]]), tensor([[0.8191]]), tensor([[0.8144]]), tensor([[0.8098]]), tensor([[0.8157]]), tensor([[0.8074]]), tensor([[0.8132]]), tensor([[0.8105]]), tensor([[0.8079]]), tensor([[0.8032]]), tensor([[0.8100]]), tensor([[0.8092]]), tensor([[0.8023]]), tensor([[0.8026]]), tensor([[0.8078]]), tensor([[0.8077]])]",92,117
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,463,37," postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag","[' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is']","['v', 'ast', ' and', ' complex', ' in', ' the', ' context', ' of', ' Gibson', ""'s"", ' works', ',', ' as', ' his', ' narratives', ' often', ' blur', ' the', ' lines', ' between', ' traditional', ' social', ' structures']","[' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag']",1.0,"vast and complex in the context of Gibson's works, as his narratives often blur the lines between traditional social structures and power dynamics. By examining the capitalist narrative in Gibson's works, we can gain a deeper understanding of how economic systems impact individual lives", contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag,tensor([[0.8449]]),7,"[tensor([[0.7846]]), tensor([[0.7776]]), tensor([[0.8102]]), tensor([[0.8106]]), tensor([[0.8191]]), tensor([[0.8226]]), tensor([[0.8449]]), tensor([[0.8442]]), tensor([[0.8178]]), tensor([[0.8099]]), tensor([[0.8164]]), tensor([[0.8175]]), tensor([[0.8187]]), tensor([[0.8188]]), tensor([[0.8202]]), tensor([[0.8213]]), tensor([[0.8244]]), tensor([[0.8269]]), tensor([[0.8258]]), tensor([[0.8267]]), tensor([[0.8269]]), tensor([[0.8253]]), tensor([[0.8211]]), tensor([[0.8213]]), tensor([[0.8198]]), tensor([[0.8210]]), tensor([[0.8180]]), tensor([[0.8171]]), tensor([[0.8148]]), tensor([[0.8109]]), tensor([[0.8144]]), tensor([[0.8159]]), tensor([[0.8071]]), tensor([[0.8006]]), tensor([[0.8037]]), tensor([[0.8035]]), tensor([[0.8023]]), tensor([[0.7995]]), tensor([[0.7972]]), tensor([[0.7970]]), tensor([[0.7938]]), tensor([[0.7907]]), tensor([[0.7859]]), tensor([[0.7876]]), tensor([[0.7867]])]",462,498
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,463,37," postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag","[' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is']","['I', ' am', ' sorry', ',', ' but', ' I', ' am', ' unable', ' to', ' provide', ' the', ' text', ' as', ' it', ' appears', ' to', ' be', ' from', ' a', ' copyrighted', ' work', ',', ' ""']","[' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag']",1.0,"I am sorry, but I am unable to provide the text as it appears to be from a copyrighted work, ""Capitalist Narrative in the Works of Gibson,"" which is not publicly available or within my training data. However, I can help you understand", contextualised into a Baudrillardist simulacra that includes sexuality as a whole. If Sontag,tensor([[0.8147]]),25,"[tensor([[0.7846]]), tensor([[0.7986]]), tensor([[0.7834]]), tensor([[0.7851]]), tensor([[0.7929]]), tensor([[0.7876]]), tensor([[0.7802]]), tensor([[0.7668]]), tensor([[0.7788]]), tensor([[0.7902]]), tensor([[0.7961]]), tensor([[0.7931]]), tensor([[0.8010]]), tensor([[0.8018]]), tensor([[0.8021]]), tensor([[0.8013]]), tensor([[0.8028]]), tensor([[0.7979]]), tensor([[0.8048]]), tensor([[0.8026]]), tensor([[0.8074]]), tensor([[0.8090]]), tensor([[0.8111]]), tensor([[0.8124]]), tensor([[0.8147]]), tensor([[0.8127]]), tensor([[0.8129]]), tensor([[0.8121]]), tensor([[0.8107]]), tensor([[0.8109]]), tensor([[0.8087]]), tensor([[0.8095]]), tensor([[0.8095]]), tensor([[0.8107]]), tensor([[0.8094]]), tensor([[0.8096]]), tensor([[0.8094]]), tensor([[0.8134]]), tensor([[0.8138]]), tensor([[0.8118]]), tensor([[0.8106]]), tensor([[0.8075]]), tensor([[0.8074]]), tensor([[0.8100]])]",462,498
