,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
355,514,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,325,40," theme of the works of Spelling is the role of the participant as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3","[' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is']","['not', 'ed', ' for', ' its', ' exploration', ' of', ' modern', ' capitalist', ' society', ',', ' particularly', ' its', ' impact', ' on', ' individuals', ' and', ' relationships', '.', ' In', ' his', ' novels', ',', ' Gibson', ' often', ' del', 'ves', ' into', ' the', ' consequences', ' of', ' a', ' hyper']","[' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A', ' number', ' of', ' situation', 'isms', ' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be', ' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3']",1.0,"noted for its exploration of modern capitalist society, particularly its impact on individuals and relationships. In his novels, Gibson often delves into the consequences of a hyper-capitalist world where technology, consumerism, and corporate power intersect. Through his vivid and"," the role of the participant as artist. A number of situationisms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3",tensor([[0.8107]]),17,"[tensor([[0.7390]]), tensor([[0.7612]]), tensor([[0.7802]]), tensor([[0.7779]]), tensor([[0.7537]]), tensor([[0.7684]]), tensor([[0.7601]]), tensor([[0.7891]]), tensor([[0.7874]]), tensor([[0.7935]]), tensor([[0.8002]]), tensor([[0.8016]]), tensor([[0.8013]]), tensor([[0.8084]]), tensor([[0.8082]]), tensor([[0.7982]]), tensor([[0.8107]]), tensor([[0.8090]]), tensor([[0.7922]]), tensor([[0.7926]]), tensor([[0.7961]]), tensor([[0.7914]]), tensor([[0.7926]]), tensor([[0.7944]]), tensor([[0.7915]]), tensor([[0.7951]]), tensor([[0.7964]]), tensor([[0.7835]]), tensor([[0.7804]]), tensor([[0.7845]]), tensor([[0.7789]]), tensor([[0.7794]]), tensor([[0.7795]]), tensor([[0.7729]]), tensor([[0.7743]]), tensor([[0.7748]]), tensor([[0.7799]]), tensor([[0.7826]]), tensor([[0.7786]]), tensor([[0.7811]])]",324,363,0.3033088235294117
357,517,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,48,27,", but rather the meaninglessness, and some would say the genre, of class. Lacan uses the term ‘capitalist narrative’","[',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and']","[' subsequent', ' nihil', 'ism', ',', ' that', ' can', ' emerge', ' from', ' a', ' hyper', '-con', 'sumer', 'ist', ' society', '.', ' Gibson', ""'s"", ' works', ' often']","[' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’']",1.0," subsequent nihilism, that can emerge from a hyper-consumerist society. Gibson's works often depict characters who are alienated and disconnected from their surroundings, seeking escape or meaning in virtual reality or cyberspace. This exploration of the dark side of"," some would say the genre, of class. Lacan uses the term ‘capitalist narrative’",tensor([[0.8362]]),13,"[tensor([[0.7924]]), tensor([[0.7924]]), tensor([[0.7848]]), tensor([[0.8073]]), tensor([[0.8036]]), tensor([[0.8117]]), tensor([[0.7976]]), tensor([[0.7971]]), tensor([[0.7909]]), tensor([[0.8274]]), tensor([[0.8329]]), tensor([[0.8339]]), tensor([[0.8362]]), tensor([[0.8331]]), tensor([[0.8216]]), tensor([[0.8226]]), tensor([[0.8165]]), tensor([[0.8196]]), tensor([[0.8132]]), tensor([[0.8070]]), tensor([[0.8115]]), tensor([[0.8100]]), tensor([[0.8100]]), tensor([[0.8122]]), tensor([[0.8075]]), tensor([[0.8068]]), tensor([[0.8025]]), tensor([[0.8061]]), tensor([[0.8040]]), tensor([[0.8055]]), tensor([[0.8042]]), tensor([[0.8002]]), tensor([[0.8095]]), tensor([[0.8059]]), tensor([[0.8047]]), tensor([[0.8037]]), tensor([[0.8034]]), tensor([[0.8030]]), tensor([[0.8029]]), tensor([[0.8000]])]",47,73,0.3033088235294117
360,520,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,382,38,", of predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer as observer exist.
","[',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',', ' Sc', 'ug', 'lia', '[']","['suggest', 's', ' that', ' the', ' characteristic', ' theme', ' of', ' B', 'ux', 'ton', ""'s"", '[', '36', ']', ' essay', ' on', ' sub', 'text', 'ual', ' libertarian', 'ism', ' is', ' not', ',']","['4', ']', ' holds', ' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role', ' of', ' the', ' writer', ' as', ' observer', ' exist', '.\n']",0.9166666666666666,"suggests that the characteristic theme of Buxton's[36] essay on subtextual libertarianism is not, in fact, postcapitalist, but postpostcapitalist. The primary theme of the works of Gibson is the common ground between","4] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer as observer exist.
",tensor([[0.8095]]),4,"[tensor([[0.7405]]), tensor([[0.7863]]), tensor([[0.8015]]), tensor([[0.8095]]), tensor([[0.8075]]), tensor([[0.7971]]), tensor([[0.8013]]), tensor([[0.7928]]), tensor([[0.7985]]), tensor([[0.7986]]), tensor([[0.7991]]), tensor([[0.7841]]), tensor([[0.7788]]), tensor([[0.7767]]), tensor([[0.7758]]), tensor([[0.7763]]), tensor([[0.7788]]), tensor([[0.7802]]), tensor([[0.7826]]), tensor([[0.7797]]), tensor([[0.7800]]), tensor([[0.7732]]), tensor([[0.7745]]), tensor([[0.7740]]), tensor([[0.7734]]), tensor([[0.7758]]), tensor([[0.7783]]), tensor([[0.7722]]), tensor([[0.7727]]), tensor([[0.7722]]), tensor([[0.7631]]), tensor([[0.7693]])]",381,418,0.3033088235294117
363,523,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,372,27," stasis, and some would say the meaninglessness, of predialectic sexual identity. Therefore, Scuglia[4] holds","[' st', 'asis', ',', ' and', ' some', ' would', ' say', ' the', ' meaning', 'lessness', ',', ' of', ' pred']","['atory', ' capitalism', '.', ' Through', ' his', ' exploration', ' of', ' cy', 'bers', 'pace', ' and', ' corporate', ' power', ',']","['ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',', ' Sc', 'ug', 'lia', '[', '4', ']', ' holds']",1.0,"atory capitalism. Through his exploration of cyberspace and corporate power, Gibson presents a vision of a future where individuals are subsumed by the overwhelming influence of technology and consumerism. This dystopian outlook serves as a cautionary tale, warning readers","ialectic sexual identity. Therefore, Scuglia[4] holds",tensor([[0.7662]]),5,"[tensor([[0.7601]]), tensor([[0.7365]]), tensor([[0.7589]]), tensor([[0.7642]]), tensor([[0.7662]]), tensor([[0.7616]]), tensor([[0.7613]]), tensor([[0.7620]]), tensor([[0.7619]]), tensor([[0.7607]]), tensor([[0.7619]]), tensor([[0.7606]]), tensor([[0.7522]]), tensor([[0.7522]]), tensor([[0.7522]]), tensor([[0.7504]]), tensor([[0.7514]]), tensor([[0.7491]]), tensor([[0.7483]]), tensor([[0.7506]]), tensor([[0.7475]]), tensor([[0.7511]]), tensor([[0.7486]]), tensor([[0.7529]]), tensor([[0.7465]]), tensor([[0.7436]]), tensor([[0.7439]]), tensor([[0.7395]]), tensor([[0.7417]]), tensor([[0.7436]]), tensor([[0.7439]]), tensor([[0.7450]]), tensor([[0.7423]]), tensor([[0.7382]]), tensor([[0.7390]]), tensor([[0.7413]]), tensor([[0.7383]]), tensor([[0.7438]]), tensor([[0.7351]]), tensor([[0.7343]])]",371,397,0.3033088235294117
365,526,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,367,24," of capitalist narrative is the stasis, and some would say the meaninglessness, of predialectic sexual identity. Therefore","[' of', ' capitalist', ' narrative', ' is', ' the', ' st', 'asis', ',', ' and']","['the', ' acceptance', ' of', ' the', ' status', ' quo', '.', ' In', ' Gibson', ""'s"", ' works', ',', ' characters', ' often', ' find']","[' some', ' would', ' say', ' the', ' meaning', 'lessness', ',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore']",0.9333333333333332,"the acceptance of the status quo. In Gibson's works, characters often find themselves stuck in a system that seems impossible to escape, whether it be oppressive corporations, surveillance states, or insurmountable class divides. The capitalist narrative presents a world where"," some would say the meaninglessness, of predialectic sexual identity. Therefore",tensor([[0.8269]]),7,"[tensor([[0.7764]]), tensor([[0.7875]]), tensor([[0.7810]]), tensor([[0.8075]]), tensor([[0.8069]]), tensor([[0.8050]]), tensor([[0.8269]]), tensor([[0.8167]]), tensor([[0.8014]]), tensor([[0.8067]]), tensor([[0.8046]]), tensor([[0.8125]]), tensor([[0.8084]]), tensor([[0.8169]]), tensor([[0.8175]]), tensor([[0.8143]]), tensor([[0.8123]]), tensor([[0.8120]]), tensor([[0.8095]]), tensor([[0.8117]]), tensor([[0.8087]]), tensor([[0.8078]]), tensor([[0.8151]]), tensor([[0.8044]]), tensor([[0.8066]]), tensor([[0.8040]]), tensor([[0.8062]]), tensor([[0.8109]]), tensor([[0.7973]]), tensor([[0.8061]]), tensor([[0.7940]]), tensor([[0.7925]]), tensor([[0.7934]]), tensor([[0.8095]]), tensor([[0.7997]]), tensor([[0.7949]]), tensor([[0.7903]]), tensor([[0.7847]]), tensor([[0.7839]]), tensor([[0.7780]]), tensor([[0.7768]])]",366,389,0.3033088235294117
367,529,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,505,26," have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontag","[' have', ' to', ' choose', ' between', ' modern', 'ist']","['and', ' futuristic', ' elements', ',', ' often', ' blending', ' them', ' together', ',', ' creating', ' a', ' unique', ' aesthetic', ' that', ' mirrors', ' the', ' complexities', ' of', ' our', ' contemporary']","[' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag']",1.0,"and futuristic elements, often blending them together, creating a unique aesthetic that mirrors the complexities of our contemporary society. Gibson's narratives revolve around characters navigating through a hyper-capitalist world, where advanced technology intersects with corporate power dynamics, resulting in a dyst"," theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontag",tensor([[0.8733]]),28,"[tensor([[0.7584]]), tensor([[0.7999]]), tensor([[0.7689]]), tensor([[0.7786]]), tensor([[0.7846]]), tensor([[0.7965]]), tensor([[0.7943]]), tensor([[0.7892]]), tensor([[0.7928]]), tensor([[0.7916]]), tensor([[0.7910]]), tensor([[0.7932]]), tensor([[0.7899]]), tensor([[0.8004]]), tensor([[0.7976]]), tensor([[0.8038]]), tensor([[0.7996]]), tensor([[0.7977]]), tensor([[0.8000]]), tensor([[0.7942]]), tensor([[0.8540]]), tensor([[0.8714]]), tensor([[0.8722]]), tensor([[0.8695]]), tensor([[0.8725]]), tensor([[0.8724]]), tensor([[0.8721]]), tensor([[0.8733]]), tensor([[0.8644]]), tensor([[0.8674]]), tensor([[0.8628]]), tensor([[0.8626]]), tensor([[0.8619]]), tensor([[0.8620]]), tensor([[0.8621]]), tensor([[0.8614]]), tensor([[0.8612]]), tensor([[0.8652]]), tensor([[0.8615]]), tensor([[0.8607]]), tensor([[0.8613]]), tensor([[0.8628]])]",504,529,0.3033088235294117
369,532,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,580,33," is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that","[' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',', ' although', ' in']","['a', ' more', ' nuanced', ' and', ' subtle', ' way', '.', ' The', ' protagonist', ',', ' Cay', 'ce', ' Poll', 'ard', ',', ' is', ' navigating', ' a', ' world', ' where', ' brands', ' and', ' marketing', ' have']","[' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said', ' that']",0.9583333333333334,"a more nuanced and subtle way. The protagonist, Cayce Pollard, is navigating a world where brands and marketing have taken on a life of their own. This novel delves into the intricacies of consumer culture and the impact of globalization on individual"," a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that",tensor([[0.8318]]),8,"[tensor([[0.7809]]), tensor([[0.7963]]), tensor([[0.8222]]), tensor([[0.8171]]), tensor([[0.8209]]), tensor([[0.8169]]), tensor([[0.8237]]), tensor([[0.8318]]), tensor([[0.8020]]), tensor([[0.7852]]), tensor([[0.7781]]), tensor([[0.7686]]), tensor([[0.7849]]), tensor([[0.7723]]), tensor([[0.7775]]), tensor([[0.7673]]), tensor([[0.7710]]), tensor([[0.7593]]), tensor([[0.7625]]), tensor([[0.7563]]), tensor([[0.7535]]), tensor([[0.7531]]), tensor([[0.7449]]), tensor([[0.7460]]), tensor([[0.7399]]), tensor([[0.7452]]), tensor([[0.7509]]), tensor([[0.7430]]), tensor([[0.7449]]), tensor([[0.7381]]), tensor([[0.7366]]), tensor([[0.7338]]), tensor([[0.7402]]), tensor([[0.7337]]), tensor([[0.7379]]), tensor([[0.7376]]), tensor([[0.7343]]), tensor([[0.7338]]), tensor([[0.7388]]), tensor([[0.7355]]), tensor([[0.7377]]), tensor([[0.7378]]), tensor([[0.7379]])]",579,611,0.3033088235294117
371,535,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,346,21," concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3] critique","[' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be', ' found', '.\n', 'The']","['intersection', ' of', ' capitalist', ' structures', ' and', ' emerg', 'ent', ' technologies', ' in', ' the', ' narrative']","[' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']', ' critique']",1.0,"intersection of capitalist structures and emergent technologies in the narrative worlds crafted by Gibson exemplifies the complexities of contemporary society's relationship with capitalism. Through his intricate storytelling, Gibson not only portrays the potential consequences of unbridled capitalism but also offers glimpses of", primary theme of Buxton’s[3] critique,tensor([[0.7968]]),20,"[tensor([[0.7451]]), tensor([[0.7677]]), tensor([[0.7757]]), tensor([[0.7780]]), tensor([[0.7881]]), tensor([[0.7872]]), tensor([[0.7944]]), tensor([[0.7826]]), tensor([[0.7836]]), tensor([[0.7835]]), tensor([[0.7965]]), tensor([[0.7868]]), tensor([[0.7873]]), tensor([[0.7879]]), tensor([[0.7881]]), tensor([[0.7862]]), tensor([[0.7915]]), tensor([[0.7915]]), tensor([[0.7938]]), tensor([[0.7968]]), tensor([[0.7909]]), tensor([[0.7891]]), tensor([[0.7906]]), tensor([[0.7881]]), tensor([[0.7879]]), tensor([[0.7904]]), tensor([[0.7877]]), tensor([[0.7882]]), tensor([[0.7818]]), tensor([[0.7871]]), tensor([[0.7803]]), tensor([[0.7792]]), tensor([[0.7833]]), tensor([[0.7793]]), tensor([[0.7826]]), tensor([[0.7844]]), tensor([[0.7830]]), tensor([[0.7805]]), tensor([[0.7814]]), tensor([[0.7818]]), tensor([[0.7816]]), tensor([[0.7803]]), tensor([[0.7822]])]",345,365,0.3033088235294117
373,538,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,550,40," works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a","[' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the']","['works', ' of', ' Gibson', ' create', ' a', ' seamless', ' narrative', ' that', ' reinforces', ' the', ' structures', ' and', ' values', ' of', ' capitalism', '.', ' Through', ' his', ' use', ' of', ' technology', ',', ' corporations', ',', ' and', ' an']","[' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',', ' although', ' in', ' a']",0.9615384615384616,"works of Gibson create a seamless narrative that reinforces the structures and values of capitalism. Through his use of technology, corporations, and an emphasis on individual agency, Gibson constructs a world where the capitalist system is not only dominant but also integral to the fabric of"," example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a",tensor([[0.8561]]),20,"[tensor([[0.7443]]), tensor([[0.7396]]), tensor([[0.7758]]), tensor([[0.8032]]), tensor([[0.8032]]), tensor([[0.8125]]), tensor([[0.8118]]), tensor([[0.8177]]), tensor([[0.8284]]), tensor([[0.8280]]), tensor([[0.8311]]), tensor([[0.8275]]), tensor([[0.8306]]), tensor([[0.8313]]), tensor([[0.8336]]), tensor([[0.8338]]), tensor([[0.8533]]), tensor([[0.8557]]), tensor([[0.8529]]), tensor([[0.8561]]), tensor([[0.8397]]), tensor([[0.8440]]), tensor([[0.8437]]), tensor([[0.8454]]), tensor([[0.8414]]), tensor([[0.8429]]), tensor([[0.8418]]), tensor([[0.8392]]), tensor([[0.8358]]), tensor([[0.8310]]), tensor([[0.8389]]), tensor([[0.8277]]), tensor([[0.8357]]), tensor([[0.8396]]), tensor([[0.8347]]), tensor([[0.8361]]), tensor([[0.8358]]), tensor([[0.8366]]), tensor([[0.8357]]), tensor([[0.8344]]), tensor([[0.8354]]), tensor([[0.8348]]), tensor([[0.8353]]), tensor([[0.8353]]), tensor([[0.8386]]), tensor([[0.8357]]), tensor([[0.8377]])]",549,588,0.3033088235294117
375,541,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,310,31," is the concept of subconstructivist truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist.","[' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist']","['is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' capitalism', ',', ' which', ' pos', 'its', ' that', ' within', ' the', ' larger', ' system', ' of', ' capitalism', ',', ' there', ' exist', ' smaller', ',']","[' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.']",1.0,"is the concept of subconstructivist capitalism, which posits that within the larger system of capitalism, there exist smaller, more nuanced structures that govern economic relationships and power dynamics. By exploring these subconstructs, Gibson sheds light on the complexities and intric"," truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist.",tensor([[0.8008]]),3,"[tensor([[0.7411]]), tensor([[0.7947]]), tensor([[0.8008]]), tensor([[0.7856]]), tensor([[0.7925]]), tensor([[0.7394]]), tensor([[0.7358]]), tensor([[0.7332]]), tensor([[0.7382]]), tensor([[0.7362]]), tensor([[0.7346]]), tensor([[0.7378]]), tensor([[0.7281]]), tensor([[0.7285]]), tensor([[0.7296]]), tensor([[0.7279]]), tensor([[0.7294]]), tensor([[0.7324]]), tensor([[0.7301]]), tensor([[0.7323]]), tensor([[0.7363]]), tensor([[0.7347]]), tensor([[0.7387]]), tensor([[0.7339]]), tensor([[0.7329]]), tensor([[0.7287]]), tensor([[0.7299]]), tensor([[0.7309]]), tensor([[0.7313]]), tensor([[0.7286]]), tensor([[0.7276]]), tensor([[0.7239]]), tensor([[0.7311]]), tensor([[0.7246]]), tensor([[0.7130]]), tensor([[0.7118]]), tensor([[0.7114]]), tensor([[0.7158]]), tensor([[0.7104]]), tensor([[0.7148]]), tensor([[0.7117]])]",309,339,0.3033088235294117
